,Date,Tweet
173,Mon Nov 20 19:35:52 +0000 2017,Thank you SO MUCH to @GIPHY for GIF-ing the #AMAs last night! All the GIFs: https://t.co/OhtvPzFzfS https://t.co/8MfwdtgTbS
174,Mon Nov 20 19:24:23 +0000 2017,.@lilireinhart &amp; @CamilaMendes from #Riverdale looked drop dead GORGEOUS at the #AMAs! ? https://t.co/eTbYP7Uu2o
175,Mon Nov 20 19:15:13 +0000 2017,RT @ddlovato: I see you @BTS_twt ??? #SORRYNOTSORRY https://t.co/kULRHBlboD
176,Mon Nov 20 19:15:07 +0000 2017,RT @kelly_clarkson: Loved walking the carpet last night with our daughters ? #Savannah #RiverRose #WholeLottaWomen ? https://t.co/efwrXa67Ng
177,Mon Nov 20 19:14:34 +0000 2017,RT @DianaRoss: This is what's love is all about - I'm sending Love to our global family.  #AMAs https://t.co/MZgtdbtTIM
178,Mon Nov 20 19:00:03 +0000 2017,"Here is a full list of winners at the 45th American Music Awards! #AMAs 

https://t.co/g6slao5Qr7"
179,Mon Nov 20 18:35:44 +0000 2017,RT @marshmellomusic: What a performance ?? @selenagomez @thisiswatt @AMAs https://t.co/JAeAewJy20
180,Mon Nov 20 18:34:05 +0000 2017,"Ok WOW I see you, @jennadewan! ? #AMAs https://t.co/h98JyfAXmo"
181,Mon Nov 20 18:15:06 +0000 2017,Lights. ? Camera. ? Action. ? @zedd #STAYxAMAs https://t.co/WqjVBL0NLf
182,Mon Nov 20 18:02:06 +0000 2017,Hiii @Pink you are perfect! ? #AMAs https://t.co/rxBOhEQDUt
183,Mon Nov 20 17:46:03 +0000 2017,.@G_Eazy makes looking this good look easy! ? #AMAs https://t.co/sSXEa9mUrd
184,Mon Nov 20 17:30:01 +0000 2017,Isn't @KELLYROWLAND just FABULOUS? ?? She gave some extra love to @Pink &amp; @DianaRoss before the show. #AMAs https://t.co/cm61GHGmE4
185,Mon Nov 20 17:10:00 +0000 2017,"These stars had FUN on social media ahead of the #AMAs! ?

https://t.co/rlvbVlPRgt"
186,Mon Nov 20 17:04:16 +0000 2017,RT @Lin_Manuel: Yowza! Thanks @AMAs! https://t.co/q8y95XNAhI
187,Mon Nov 20 17:00:43 +0000 2017,RT @jessetyler: Thanks for the snacks! #AmericanMusicAwards2017 https://t.co/r9Q9ZQouST
188,Mon Nov 20 16:54:04 +0000 2017,"RT @justinhartley: Hahaha.  Yeah, that was wonderful.  I’ve never seen anything like that before. @Pink #AMAs https://t.co/nnZC7HQLHj"
189,Mon Nov 20 16:49:06 +0000 2017,RT @katyperry: HOLY SHIT @PINK'S @AMA PERFORMANCE IS THE STUFF OF LEGEND
190,Mon Nov 20 16:48:34 +0000 2017,"RT @carrieunderwood: So amazing!!! Thank you, fans, for this! I so wanted to go to the #AMAs just in case because I know how hard you’ve be…"
191,Mon Nov 20 16:47:34 +0000 2017,RT @BTS_twt: aRMy the bESt !! ? #BTSxAMAs https://t.co/ABIjDJzIWR
192,Mon Nov 20 16:46:24 +0000 2017,@ladygaga Wow chills!! Congratulations! ? #GAGAxAMAs
193,Mon Nov 20 16:45:54 +0000 2017,RT @ladygaga: Last night was one of the best nights of my life! We loved performing “The Cure” I was honored to win #AmericanMusicAwards201…
194,Mon Nov 20 16:45:06 +0000 2017,"Before @portugaltheman performed 'Feel It Still' at the #AMAs, they stopped by on the red carpet! #PTMxAMAs https://t.co/PsbwsMhQ55"
195,Mon Nov 20 16:05:01 +0000 2017,"OH. MY. GOSH. DID YOU SEE THESE AWESOME #AMAs PERFORMANCES? 

https://t.co/mU0jpNVepW"
196,Mon Nov 20 15:43:28 +0000 2017,Can’t get @nickjonas’ ‘Find You’ out of my head and I’m really not mad about it. ? #NICKJONASxAMAs #AMAs https://t.co/QwM39z1SZq
197,Mon Nov 20 15:32:07 +0000 2017,RT @Alesso: Thank you @AMAs for a special night. Love @john and @postmalone hanging out in the background of this interview. https://t.co/U…
198,Mon Nov 20 15:31:48 +0000 2017,"RT @marshmellomusic: I honestly couldn’t be any more happy while watching @selenagomez deliver that performance. Her talent is unreal, bles…"
199,Mon Nov 20 15:31:02 +0000 2017,RT @portugaltheman: @AMAs So much fun!!! That was ridiculous! DIANA ROSS!
