,Date,Tweet
163,Sun Apr 22 16:08:00 +0000 2018,We want to welcome @Resers to our CMA family! They’re giving away a trip to #CMAfest to four lucky winners! Follow… https://t.co/BT0VuYXdL1
164,Sun Apr 22 12:20:00 +0000 2018,"This ""Rhinestone Cowboy"" would have been 82 today. Listen to Glen Campbell's hits all day long -… https://t.co/06ix61nCCQ"
165,Sat Apr 21 17:45:20 +0000 2018,"RT @ladyantebellum: Only 500 copies... 7” pressed red vinyl. 
Happy #RecordStoreDay! @RecordStoreDay
https://t.co/UDUBBVZujd https://t.co/0…"
166,Sat Apr 21 17:38:25 +0000 2018,Happy #RecordStoreDay! https://t.co/7qIEHFksS3
167,Fri Apr 20 23:00:33 +0000 2018,Buy the #CMAfest Nash Pass before everyone else - LIMITED quantity available! https://t.co/rBbckYh5A8 https://t.co/S9CEm9M44y
168,Fri Apr 20 21:48:16 +0000 2018,RT @ShaniaTwain: 25 years ago I released my debut album 'Shania Twain'. What a ride it's been ?? https://t.co/fqEelQ0Ui4
169,Fri Apr 20 21:48:02 +0000 2018,"RT @brothersosborne: We waited 3 years for this. Every show, song, beer, joint, mile, and discussion since Pawn Shop's release went into th…"
170,Fri Apr 20 20:46:43 +0000 2018,"RT @jakeowen: I don't think I've ever been more excited about a music video!
#iwasjack @VEVO https://t.co/ldGLkVGBXX https://t.co/zVVLR0LAco"
171,Fri Apr 20 20:46:21 +0000 2018,"RT @crowmedicine: It's out! Get Old Crow's new album, Volunteer!
https://t.co/vvXHLF3mPp https://t.co/rIcxBQBaA3"
172,Fri Apr 20 19:43:05 +0000 2018,RT @parmalee: It’s here! It’s everywhere! The ultimate Party Pack of the summer! So excited to share this with y’all! #ParmaleePartyPack #M…
173,Fri Apr 20 19:42:47 +0000 2018,"RT @ashleymonroe: I went away a few years ago, for a deep therapy-a-thon. I acknowledged a lot of truths I never had and began healing. I c…"
174,Fri Apr 20 15:16:00 +0000 2018,You're going to want to listen to @BrothersOsborne’s new album a little longer! #PortSaintJoe is incredible ? ? Ent… https://t.co/g7TIWuTWK4
175,Fri Apr 20 13:14:00 +0000 2018,Happy #NewMusicFriday! Old @CrowMedicine Show’s new album is “The Good Stuff”! Enter to win a signed copy of… https://t.co/hz18fx3GDl
176,Fri Apr 20 00:03:34 +0000 2018,RT @Sugarlandmusic: Sugarland and @taylorswift13 have had such a beautiful history! We’re thrilled to have collaborated on #Babe and we can…
177,Thu Apr 19 23:05:52 +0000 2018,RT @carrieunderwood: #CryPretty the album…coming September 14!! ? ? ?  https://t.co/M1QVdbuquE https://t.co/UzoxBTc9Af
178,Thu Apr 19 20:14:57 +0000 2018,"RT @saraevansmusic: I am so excited to be joining @trentharmon, @ericpaslay, and Rob Hatch for the for the #CMASongwritersSeries presented…"
179,Thu Apr 19 18:07:00 +0000 2018,"Grab your ""new found party crowd"" and make sure you've entered to win a signed copy of @Jason_Aldean's new album,… https://t.co/8STI0IeXzX"
180,Thu Apr 19 15:10:48 +0000 2018,"Cincinnati! Don’t miss @SaraEvansMusic, @TrentHarmon, Rob Hatch &amp; @EricPaslay performing at @OTRMemorialHall for… https://t.co/NB60iEqaFV"
181,Wed Apr 18 18:17:53 +0000 2018,We are deeply saddened by Randy Scruggs' passing. Our thoughts are with his family during this difficult time. https://t.co/4CQu7vf5lZ
182,Wed Apr 18 16:01:46 +0000 2018,NEW #CMAfest LINEUPS! The @CrackerBarrel Country Roads Stage at @Ascend_Amp is back! Buy the CMA Fest Nash Pass for… https://t.co/EAaM8c2wOh
183,Tue Apr 17 20:58:27 +0000 2018,"Put the ""pedal to the metal on a downhill slide"" and hurry to listen to @Jason_Aldean's new album, #RearviewTown! E… https://t.co/PBugqLAhY0"
184,Mon Apr 16 22:15:13 +0000 2018,"Beth Nielsen Chapman (@bncmusic) stopped by! She's written songs like @FaithHill's #CMAawards-winning hit, ""This Ki… https://t.co/r3hTYNTuMM"
185,Mon Apr 16 17:32:00 +0000 2018,Is it hot in here or is @CamCountry just burning the house down again? Watch another round of All-Star Duets on… https://t.co/cLvKYIlB99
186,Mon Apr 16 15:01:15 +0000 2018,Congratulations to our CMA members on their #ACMawards wins last night! https://t.co/LNbdqnRtkf
187,Mon Apr 16 03:10:03 +0000 2018,"RT @BrettYoungMusic: ??????
#fansfirst #vegasstrong https://t.co/DL4N7526A8"
188,Sun Apr 15 15:36:00 +0000 2018,.@AmericanIdol mentor @MrBobbyBones is back with even more surprise guests - @ScottyMcCreery! Watch TONIGHT at 8|7c… https://t.co/gKz7kqReYd
189,Sun Apr 15 12:37:00 +0000 2018,"If you want to ""Say Something"" to @ChrisStapleton, wish him a happy birthday! Listen: https://t.co/8s9GpiwOY0

Don'… https://t.co/gleE3cfgZH"
190,Sat Apr 14 13:04:00 +0000 2018,"Happy birthday, @LorettaLynn! Who's in for a marathon of her biggest hits? Listen here: https://t.co/Ts20uPhLxL https://t.co/b50RJ1Cvgy"
191,Fri Apr 13 16:31:27 +0000 2018,RT @AmericanIdol: See @LukeBryanOnline and many former American Idol winners and contestants perform LIVE at #CMAfest June 7-10 in Nashvill…
192,Fri Apr 13 13:09:00 +0000 2018,It may be #FridayThe13th but it could be your lucky #NewMusicFriday - win a signed copy of @Jason_Aldean's new albu… https://t.co/ljhwytueWQ
193,Thu Apr 12 13:02:00 +0000 2018,"We are ""All Over the Road"" jammin' to @EastonCorbin on his birthday! ? Listen: https://t.co/LaOQ8lxmjp

Buy tickets… https://t.co/H6kyqw9pCU"
194,Thu Apr 12 12:30:02 +0000 2018,"In a band, as a duet partner or as a solo artist, we ALWAYS love Vince Gill (@VGcom). Happy birthday! Listen:… https://t.co/BZ6c77fQly"
195,Thu Apr 12 11:05:00 +0000 2018,"SHOW ANNOUNCE: @SaraEvansMusic, @TrentHarmon, Rob Hatch &amp; @EricPaslay will take the stage at Memorial Hall in Cinci… https://t.co/cXLXoEFB1Q"
196,Wed Apr 11 14:35:06 +0000 2018,RT @carrieunderwood: It’s here! #CryPretty I hope you love it as much as I do!!! https://t.co/S8iq7b92Br https://t.co/YEgPodfYba
197,Tue Apr 10 13:04:00 +0000 2018,"Happy birthday @MarenMorris! Celebrate with ""head to toe Prada, Benz in the driveway, yacht in the water"". Listen:… https://t.co/iXTexWvyVz"
198,Mon Apr 09 22:22:24 +0000 2018,"Mary Chapin Carpenter (@M_CCarpenter), Vince Gill (@VGcom), @MacMcAnally &amp; Don Schlitz take the stage at… https://t.co/ikrgFO1trX"
199,Mon Apr 09 22:08:33 +0000 2018,RT @Sugarlandmusic: Who’s ready for All-Star Duets on @AmericanIdol? Tune in and follow along TONIGHT as the lovely @laylaspring and @Gabby…
