,Date,Tweet
163,Tue May 15 15:03:30 +0000 2018,RT @GRAMMYAdvocacy: GRAMMY-nominated Children's musician Justin Roberts (@musicianjustin) is currently testifying before the @SenJudiciary…
164,Tue May 15 14:39:01 +0000 2018,"We were on set of @TRINArockstarr's video shoot for her new song ""Mama"" to get the behind-the-scenes scoop! She rev… https://t.co/CDdraj6CmJ"
165,Tue May 15 14:03:24 +0000 2018,RT @GRAMMYAdvocacy: Representing the @RecordingAcad and working music creators in today's @SenJudiciary Committee hearing is GRAMMY-nominat…
166,Tue May 15 13:36:59 +0000 2018,"RT @GRAMMYAdvocacy: Today, before the @SenJudiciary Committee, members of the @RecordingAcad will join executives from the music industry t…"
167,Tue May 15 13:05:34 +0000 2018,????? https://t.co/jyVfaaR0Ku
168,Tue May 15 13:02:14 +0000 2018,".@SZA teases a clip from the upcoming music video for ""Garden (Say It Like Dat)"" from her 2017 GRAMMY-nominated alb… https://t.co/KNwZijVyCj"
169,Tue May 15 00:47:04 +0000 2018,"The GRAMMY winner Childish Gambino's (@donaldglover) ""This Is America"" earns him his first career No. 1 hit:… https://t.co/JDFJa2yCdd"
170,Mon May 14 22:03:33 +0000 2018,RT @GRAMMYAdvocacy: The #MusicModernizationAct isn't like previous efforts to update music licensing laws for the digital era. Before the #…
171,Mon May 14 22:00:52 +0000 2018,"Sometimes the songs we #listen to reflect how we feel and what we want to say. ?

Follow @MusiCares and learn how m… https://t.co/8ntK2szJQy"
172,Mon May 14 20:03:03 +0000 2018,"With his highly anticipated album 'Scorpion' due out in June, @Drake announced a massive summer and fall tour with… https://t.co/9VC8gGcULa"
173,Mon May 14 18:47:02 +0000 2018,"After dropping hints about a new album for months, @Grimezsz gives fans a taste of what the tracklist might look li… https://t.co/Lx6tqX3B9c"
174,Mon May 14 17:42:02 +0000 2018,GRAMMY-winning gods of thrash metal @Slayer are finally hanging up their guitar straps and retiring from life on th… https://t.co/oHPVTahNxE
175,Mon May 14 16:17:47 +0000 2018,The moment when you win a GRAMMY! ? #MondayMotivation #GRAMMYs https://t.co/fUahXebbvU
176,Mon May 14 15:04:04 +0000 2018,"The truth is it's hard to argue against #LasVegas, especially for music fans. The calendar of artist residencies se… https://t.co/AYeHhzbknI"
177,Mon May 14 13:00:52 +0000 2018,"Punk rock poet, @nickcave, gets candid about his chief collaborators, why he listens to less and less new music the… https://t.co/LydWMoOpAB"
178,Sun May 13 23:06:01 +0000 2018,"Get ready race car fans, @Kelly_Clarkson will sing the national anthem prior to the start of the @IMS 500 on May 27… https://t.co/gNqBVNwKl7"
179,Sun May 13 21:25:03 +0000 2018,Pop singer/songwriter @CharliePuth has hardly had time to catch his breath since exploding onto the scene in 2015 w… https://t.co/U1cqoct6Si
180,Sun May 13 19:32:01 +0000 2018,"GRAMMY winner @AlessiaCara gets candid about her early performance anxiety, working with producer/songwriter… https://t.co/NIiJopR9Us"
181,Sun May 13 15:35:41 +0000 2018,"What better way to celebrate all the special moms out there on #MothersDay than with #music? This year, rapper… https://t.co/1LqSe5BhCQ"
182,Sun May 13 01:00:27 +0000 2018,We had a great time talking music with GRAMMY winner @Beck at the #RecordingAcademy’s Atlanta Chapter Up Close &amp; Pe… https://t.co/lof3dcg1Nc
183,Sat May 12 22:15:01 +0000 2018,"GRAMMY-nominated band @ArcticMonkeys released 'Tranquility Base Hotel &amp; Casino,' an album that trade in the band's… https://t.co/cOLF2YkNO2"
184,Sat May 12 19:22:00 +0000 2018,"For @Pouyalilpou, living with anxiety has proved to make his career choice a little more complicated. In our candid… https://t.co/fBvXDzlLER"
185,Sat May 12 16:09:01 +0000 2018,".@BrandonVDixon, an accomplished actor and two-time Tony and GRAMMY nominee, opens up about working on… https://t.co/tjUJoIbaVz"
186,Sat May 12 14:39:01 +0000 2018,.@BreakawayFest made it loud and clear that #BreakawayColumbus is where Ohio residents can find a festival with ene… https://t.co/n6niupOuXV
187,Sat May 12 13:00:45 +0000 2018,"Music makes you feel different and uplifts your soul. This is what music is ALL about. 

Follow @MusiCares and lear… https://t.co/QjecBvc5Ry"
188,Sat May 12 01:15:08 +0000 2018,"Artists write the soundtrack to our lives. ?? We then turn up the volume when we need support. ? 

?Learn about all… https://t.co/vqFMIDNPN5"
189,Fri May 11 23:18:01 +0000 2018,"A must-see for @DavidBowieReal and music fans! From relics of his childhood in Brixton, London, to his GRAMMY-winni… https://t.co/fMO1H9ngb3"
190,Fri May 11 21:11:00 +0000 2018,Widening the field to the '90s — a decade currently ripe for nostalgia — @PearlJam's 'Ten' is in the conversation.… https://t.co/ydEU5SggP0
191,Fri May 11 20:32:41 +0000 2018,RT @GRAMMYMuseum: At the 19th #GRAMMYs in 1977 @cheechandchong's 'Sleeping Beauty' was nominated for Best Comedy Recording. https://t.co/Ls…
192,Fri May 11 19:33:03 +0000 2018,"On this week's episode of the @GRAMMYMuseum's #RequiredListening podcast, GRAMMY winner, @AlessiaCara, reveals how… https://t.co/wQPSWLMwe1"
193,Fri May 11 18:30:23 +0000 2018,That #FridayFeeling! ? #GRAMMYs https://t.co/A6WCJZztwv
194,Fri May 11 17:09:01 +0000 2018,".@SelenaGomez released the lyric video for ""Back To You,"" which will be featured on the #Netflix's original series… https://t.co/ECUlBzuLNf"
195,Fri May 11 15:00:52 +0000 2018,".@DaveMatthewsBnd released ""Samurai Cop (Oh Joy Begin),"" the first single from the band's highly anticipated Come T… https://t.co/YrnwkDuPxO"
196,Fri May 11 13:01:15 +0000 2018,"Even if you don't know the composer's name, you're sure to recognize the iconic music behind #Jaws, @StarWars, and… https://t.co/UulA5JM7J8"
197,Fri May 11 05:19:25 +0000 2018,RT @DuffMcKagan: Tonight I’m celebrating and honoring my friend @MikeMcCreadyPJ at @MusiCares' Concert For Recovery. Please consider making…
198,Fri May 11 05:17:26 +0000 2018,RT @PearlJam: So proud of @MikeMcCreadyPJ and his Concert For Recovery honor! Follow @musicares for a behind-the-scenes look at tonight’s s…
199,Fri May 11 01:00:00 +0000 2018,Tonight @MusiCares honors GRAMMY winner @MikeMcCreadyPJ of @PearlJam with the Stevie Ray Vaughan Award at Concert F… https://t.co/tb0HG1xGyF
