,Date,Tweet
138,Wed May 30 00:02:00 +0000 2018,"Mood, always ?? | @ShawnMendes https://t.co/C4cyz9PYWJ"
139,Tue May 29 23:44:19 +0000 2018,RT @1027KIISFM: Remember when @MarshmelloMusic + @AnneMarie played charades in our studio ?? Watch! Don't forget to catch #Marshmello at #W…
140,Tue May 29 23:30:00 +0000 2018,"""I think that's something we can all do: we can all learn from this conversation."" ? @charli_xcx https://t.co/0rPzAh5I1j"
141,Tue May 29 23:00:02 +0000 2018,"? @BTS_twt have officially becoming the first K-pop act in history to top the U.S. album chart with their album,… https://t.co/Qa0s0u7l6L"
142,Tue May 29 22:30:00 +0000 2018,Mood when my favorite song comes on ?? | @LiamPayne https://t.co/cy59ZyhESb
143,Tue May 29 21:54:54 +0000 2018,"?? @ArianaGrande hopes people find comfort in her upcoming track, #GetWellSoon https://t.co/Lrp08jLqd5"
144,Tue May 29 21:49:44 +0000 2018,"RT @benhiggi: The Ben and Ashley I A..., It’s the season premiere of... ? @iHeartRadio https://t.co/5HeVsjGSTE"
145,Tue May 29 21:29:00 +0000 2018,.@KimKardashian will always defend @kanyewest ?https://t.co/9VN7V6i4pF
146,Tue May 29 21:00:01 +0000 2018,Would you rather experience #FakeLove like @BTS_twt or @Drake? ?? https://t.co/wwN6FYjdLG
147,Tue May 29 20:30:00 +0000 2018,.@JColeNC released an hour long interview with @lilpump over the weekend: https://t.co/pohrupi3Db ? https://t.co/cYnVCDN4Um
148,Tue May 29 19:58:00 +0000 2018,"Despite dating rumors after the #MetGala, @haileybaldwin confirms she's single ??https://t.co/VUTFlwExKo"
149,Tue May 29 19:45:00 +0000 2018,It's always a party when @afrojack stops by ? https://t.co/MA81YTlbqx
150,Tue May 29 19:30:00 +0000 2018,"In the latest episode of #BusinessUnusual, @BarbaraCorcoran shares the key ingredient to building your staff. https://t.co/P9PYlN2AXQ"
151,Tue May 29 19:15:34 +0000 2018,@DanAndShay @ddlovato I AM HERE FOR THIS
152,Tue May 29 19:00:01 +0000 2018,"Wow, sunshine and @SabrinaAnnLynn, my two fav things!!! ? https://t.co/nh0SqATj8E"
153,Tue May 29 18:29:00 +0000 2018,? #Queen @NICKIMINAJ is making sure everyone knows their worth https://t.co/Ihrjj7GAP8
154,Tue May 29 18:02:00 +0000 2018,.@selenagomez's mom spills on her daughter's friendship with @taylorswift13: https://t.co/8DsDmr6FO6 https://t.co/NmAYDSxjbd
155,Tue May 29 17:47:40 +0000 2018,@ArianaGrande hi ily see u saturday at #WangoTango
156,Tue May 29 17:29:06 +0000 2018,"Forever trying to see the world like the girls of @LittleMix, hbu? ? https://t.co/zuLN02sQ4A"
157,Tue May 29 17:07:19 +0000 2018,RT @NickRadio: This week we’ve got @chordoverstreet as YOUR Nick Radio Guest DJ! Catch him today starting at 7p EST &amp; all week long with th…
158,Tue May 29 17:06:50 +0000 2018,RT @godsmack: - @SullyErna talks to @iHeartRadio about how the “Bulletproof” video came together and our upcoming tour with @Shinedown ! ht…
159,Tue May 29 17:00:00 +0000 2018,"Ariana Grande, Shawn Mendes and so many more amazing artists will take the #WangoTango stage this Saturday! Watch i… https://t.co/WEoW5LOBGE"
160,Tue May 29 16:30:00 +0000 2018,?? @iamcardib's vibrant video for her summer anthem #ILikeIt has arrived: https://t.co/vu8OPHpp2I https://t.co/w9fdIGhxkd
161,Tue May 29 16:03:00 +0000 2018,Summer smizin' with @ddlovato ? https://t.co/5wgNKgaOC3
162,Tue May 29 15:30:01 +0000 2018,"These hangover essentials are just what the doctor ordered. 

?: https://t.co/gbyk7cG7ay https://t.co/mXI9N8Qzrz"
163,Tue May 29 15:22:30 +0000 2018,RT @SteveHarveyFM: The countdown is on! In 3 days we have @dvsndvsn for an @iHeartRadio @AskAnythingChat RIGHT HERE?? on the @SteveHarveyFM…
