,Date,Tweet
180,Mon May 28 20:00:01 +0000 2018,"Learn more about all of the layers that went into @welshlyarms naming their debut album, ""Sanctuary"" https://t.co/LhH5lpPL6H"
181,Mon May 28 19:15:00 +0000 2018,“Just because someone has a mental illness does not mean they can’t be happy and in a relationship.” ?? https://t.co/TutjxXbLsq
182,Mon May 28 17:45:00 +0000 2018,"17 rappers whose names begin with ""Lil"": https://t.co/lVK9AaiqUh https://t.co/kX88yn74kR"
183,Mon May 28 17:00:00 +0000 2018,"Hi @dinahjane97, you're the cutest ?? https://t.co/3stgQ6XOAJ"
184,Mon May 28 15:30:01 +0000 2018,? @ShawnMendes says he wants to collab with @bts_twt and I am 1000000% here for it: https://t.co/5FvJkdhxZw https://t.co/hTH48eK9aK
185,Mon May 28 15:29:55 +0000 2018,Happy 50th Birthday @kylieminogue ? https://t.co/Xf8eoRSbql
186,Mon May 28 14:45:00 +0000 2018,The singer/songwriter duo @AGreatBigWorld reacted to their old throwback photos: https://t.co/WAMdtEabkZ https://t.co/uMQnGgS5ua
187,Mon May 28 13:15:00 +0000 2018,Name someone cuter than Jade Thrilwall of @LittleMix... I'll wait ? https://t.co/i9ZdpLHuw3
188,Mon May 28 04:05:00 +0000 2018,"God bless our fallen heroes and our country! ?? Remembering those we lost on #MemorialDay.

 ??:… https://t.co/ckqXGn2yGH"
189,Mon May 28 02:00:00 +0000 2018,When you catch your reflection in the mirror ?? | @Camila_Cabello https://t.co/Rbm6xeccD7
190,Mon May 28 01:15:00 +0000 2018,"Here to say that I would really love a @ThomasRhett + @charlieputh collab, plz and thank you!!! ? https://t.co/bWxl3TWfNl"
191,Mon May 28 00:30:00 +0000 2018,".@taylorswift13 opened up about feeling ""really misunderstood"" before releasing Reputation: https://t.co/6SxYWsJcLP https://t.co/B03QmoesS8"
192,Sun May 27 23:45:00 +0000 2018,When you remember you don't have work/school tomorrow!!! ? | @5SOS https://t.co/ZH0UMfhh6O
193,Sun May 27 23:03:00 +0000 2018,"Come through drippin' like Migos! They're giving you $10,000 to get dripped, enter now: https://t.co/zaKA8G7Nhb ? https://t.co/EDci4Vj5qz"
194,Sun May 27 22:15:00 +0000 2018,I have not stopped watching @zaynmalik's video for #Entertainer bc wow: https://t.co/TwQAypmWue https://t.co/fgSvHsmMKp
195,Sun May 27 21:32:00 +0000 2018,".@KygoMusic chatted with us about a potential @edsheeran collab, his new Avicii inspired tattoo + more:… https://t.co/VXFPLdXuHe"
196,Sun May 27 20:45:01 +0000 2018,Anyone else have the sudden urge to dye their hair purple? ? | @katyperry https://t.co/e9CvumHeZj
197,Sun May 27 20:00:01 +0000 2018,"Let @Harry_Styles melt your heart at @Hersheypark! ?? 

Enter for your last chance to win the ultimate Hersheypark… https://t.co/7TglvGBCL4"
198,Sun May 27 19:15:00 +0000 2018,? @NICKIMINAJ's verse in this unaired SNL skit is truly a best friend anthem: https://t.co/kPy5pt65or https://t.co/v4G9S6hFaM
199,Sun May 27 18:33:00 +0000 2018,"Who would you want to hang out with on the beach all day?

?: https://t.co/uPt6nn3phD https://t.co/nGi2IRvVPH"
